investment_id,name,operator,v_nom,lat,lon,cod_year,commitment,source
7646,Neubau UA RZ Kelsterbach,Syna,110,50.0781,8.5372,2026,safe,VNB Netzausbauplan (NAP 2024)
7647,Neubau RZ FRA4.2,Syna,110,,,2028,firm,VNB Netzausbauplan (NAP 2024)
7652,Neubau UA RZ Gewerbegebiet Nord,Syna,110,48.72,7.9981,2027,firm,VNB Netzausbauplan (NAP 2024)
7653,Neubau UA RZ Liederbach,Syna,110,50.1258,8.5089,2028,firm,VNB Netzausbauplan (NAP 2024)
7662,Neubau UA Sossenheim RZ FRA6,Syna,110,50.1173,8.5631,2028,firm,VNB Netzausbauplan (NAP 2024)
7664,Neubau UA Merenberg - Mittelspannung,Syna,110,,,,firm,VNB Netzausbauplan (NAP 2024)
7665,Neubau UA Mülheim-Kärlich - Mittelspannung,Syna,110,51.4348,6.8764,,firm,VNB Netzausbauplan (NAP 2024)
7667,Neubau SST Eschhofen,Syna,110,49.1731,9.957,2028,firm,VNB Netzausbauplan (NAP 2024)
7668,Neubau SST Kemel 2,Syna,110,49.1731,9.957,2032,firm,VNB Netzausbauplan (NAP 2024)
7669,Neubau SST Niederselters Nord,Syna,110,49.1731,9.957,2028,firm,VNB Netzausbauplan (NAP 2024)
7670,Neubau SST Niederselters Süd,Syna,110,49.1731,9.957,2029,firm,VNB Netzausbauplan (NAP 2024)
7672,Neubau SST Ilsfeld,Syna,110,49.0667,9.2665,2028,firm,VNB Netzausbauplan (NAP 2024)
7673,Neubau SST Kirchberg/Zwingelshausen,Syna,110,49.9549,7.4051,2028,firm,VNB Netzausbauplan (NAP 2024)
7716,UW Schierstedt/Nord; Neubau,MITNETZ Strom,110,51.7515,11.5211,2031,firm,VNB Netzausbauplan (NAP 2024)
7732,"UW Zschopau, Neubau",MITNETZ Strom,110,50.7432,13.0719,2028,firm,VNB Netzausbauplan (NAP 2024)
7739,"UW Zörbig, Neubau",MITNETZ Strom,110,51.6972,12.215,2029,firm,VNB Netzausbauplan (NAP 2024)
7741,UW Annaberg/Ost; Neubau,MITNETZ Strom,110,51.5513,6.5737,2027,firm,VNB Netzausbauplan (NAP 2024)
7742,UW Schkeuditz/West; Neubau HS/MS-UW,MITNETZ Strom,110,51.3981,12.2114,2027,firm,VNB Netzausbauplan (NAP 2024)
7757,UW Drebkau; Neubau HS/MS-UW,MITNETZ Strom,110,51.6712,14.1139,2028,firm,VNB Netzausbauplan (NAP 2024)
7788,Neubau UA Schwabach Süd,N-ERGIE Netz,110,49.3381,10.998,2027,firm,VNB Netzausbauplan (NAP 2024)
7789,"Neubau UA Altentrüdingen,",N-ERGIE Netz,110,49.0627,10.6177,2026,firm,VNB Netzausbauplan (NAP 2024)
7808,Sammler Umspannwerk HS-MS Neubau Umspannanlage,N-ERGIE Netz,110,,,2028,firm,VNB Netzausbauplan (NAP 2024)
7833,UW im Suchraum,TEN Thüringer Energienetze,110,,,2030,firm,VNB Netzausbauplan (NAP 2024)
7972,UW Essleben - Neubau Umspannwerk,Bayernwerk Netz,110,51.152,11.4609,2034,firm,VNB Netzausbauplan (NAP 2024)
7973,UW Forchheim-West - Neubau Umspannwerk,Bayernwerk Netz,110,49.7017,11.0383,2026,firm,VNB Netzausbauplan (NAP 2024)
7974,UW Grombühl - Neubau Umspannwerk,Bayernwerk Netz,110,49.8023,9.9468,2032,firm,VNB Netzausbauplan (NAP 2024)
8326,UW Suchraum Ost,LEW Verteilnetz,110,,,2027,firm,VNB Netzausbauplan (NAP 2024)
8374,UW Suchraum Donauried,LEW Verteilnetz,110,48.5189,10.531,2027,firm,VNB Netzausbauplan (NAP 2024)
8375,UW Suchraum,LEW Verteilnetz,110,,,2034,firm,VNB Netzausbauplan (NAP 2024)
8378,UW Suchraum West,LEW Verteilnetz,110,,,2032,firm,VNB Netzausbauplan (NAP 2024)
8379,UW Suchraum Nord,LEW Verteilnetz,110,,,2034,firm,VNB Netzausbauplan (NAP 2024)
8404,UW Suchraum Aitrang,LEW Verteilnetz,110,47.8178,10.5363,2029,firm,VNB Netzausbauplan (NAP 2024)
8405,UW Suchraum Dessau,LEW Verteilnetz,110,51.8135,12.2338,2030,firm,VNB Netzausbauplan (NAP 2024)
8407,UW Suchraum Kesselostheim,LEW Verteilnetz,110,48.7112,10.6474,2032,firm,VNB Netzausbauplan (NAP 2024)
8633,Neubau UW (Suchraum Angermünde),E.DIS Netz,110,53.0173,13.9982,2033,firm,VNB Netzausbauplan (NAP 2024)
8634,Neubau UW (Suchraum Bad Freienwalde),E.DIS Netz,110,52.7875,14.0301,2033,firm,VNB Netzausbauplan (NAP 2024)
8635,Neubau UW (Suchraum Wolgast),E.DIS Netz,110,54.0536,13.7758,2028,firm,VNB Netzausbauplan (NAP 2024)
8636,Neubau UW (Suchraum Wildau),E.DIS Netz,110,52.3214,13.6349,2033,firm,VNB Netzausbauplan (NAP 2024)
8637,Neubau UW (Suchraum Demmin),E.DIS Netz,110,53.907,13.0328,2033,firm,VNB Netzausbauplan (NAP 2024)
8638,Neubau UW (Suchraum Wustermark),E.DIS Netz,110,52.5463,12.9404,2033,firm,VNB Netzausbauplan (NAP 2024)
8639,Neubau UW (Suchraum Grimmen),E.DIS Netz,110,54.1129,13.043,2033,firm,VNB Netzausbauplan (NAP 2024)
8640,Neubau UW (Suchraum Wittstock),E.DIS Netz,110,53.1605,12.4793,2033,firm,VNB Netzausbauplan (NAP 2024)
8641,Neubau UW (Suchraum Kröpelin),E.DIS Netz,110,54.072,11.7936,2033,firm,VNB Netzausbauplan (NAP 2024)
