investment_id,nep_measure,name,operator,bus0,bus1,v_nom,s_nom,s_nom_source,x,r,length,length_source,num_parallel,cod_year,commitment,match_confidence,source
7439,,Leitung BL0210/0169 Geldern - Utfort,Westnetz,2584,34842,110,150.0,standard_per_circuit,8.436,1.221,22.2,haversine_x1.2,1,2028,firm,0.7,VNB Netzausbauplan (NAP 2024)
7442,,Leitung Sandkaule - Endenich,Westnetz,36669,35350,110,150.0,standard_per_circuit,0.912,0.132,2.4,haversine_x1.2,1,2028,firm,0.9,VNB Netzausbauplan (NAP 2024)
7445,,Leitung BL0082 Brauweiler - Frechen,Westnetz,34810,4593,110,150.0,standard_per_circuit,2.888,0.418,7.6,haversine_x1.2,1,2028,firm,0.8,VNB Netzausbauplan (NAP 2024)
7453,,Leitung Meppen-Rühle,Westnetz,36292,37157,110,150.0,standard_per_circuit,4.294,0.6215,11.3,haversine_x1.2,1,2026,firm,0.75,VNB Netzausbauplan (NAP 2024)
7454,,Leitung Hanekenfähr-Nordhorn,Westnetz,36531,37774,110,150.0,standard_per_circuit,7.866,1.1385,20.7,haversine_x1.2,1,2026,firm,0.75,VNB Netzausbauplan (NAP 2024)
7455,,Leitung Nordhorn-Öchtel,Westnetz,37774,4027,110,150.0,standard_per_circuit,8.246,1.1935,21.7,haversine_x1.2,1,2026,firm,0.75,VNB Netzausbauplan (NAP 2024)
7457,,Leitung Coesfeld-Kusenhorst,Westnetz,1951,35385,110,150.0,standard_per_circuit,12.844,1.859,33.8,haversine_x1.2,1,2027,firm,0.7,VNB Netzausbauplan (NAP 2024)
7465,,Leitung BL1398 Pfungstadt–Heppenheim,Westnetz,154,35637,110,150.0,standard_per_circuit,8.968,1.298,23.6,haversine_x1.2,1,2028,firm,0.8,VNB Netzausbauplan (NAP 2024)
7467,,Leitung BL1048 Waldlaubersheim-Pkt. Guldental,Westnetz,38365,10117,110,150.0,standard_per_circuit,1.52,0.22,4.0,haversine_x1.2,1,2026,firm,0.9,VNB Netzausbauplan (NAP 2024)
7473,,Leitung BL1220 Morbach - Thalfang,Westnetz,38458,38709,110,150.0,standard_per_circuit,4.408,0.638,11.6,haversine_x1.2,1,2026,firm,0.7,VNB Netzausbauplan (NAP 2024)
7474,,Leitung BL0748 Morbach - Wengerohr,Westnetz,38458,9838,110,150.0,standard_per_circuit,10.412,1.507,27.4,haversine_x1.2,1,2026,firm,0.7,VNB Netzausbauplan (NAP 2024)
7493,,Leitung BL0787 Morbach - Sohren,Westnetz,38458,36422,110,150.0,standard_per_circuit,8.208,1.188,21.6,haversine_x1.2,1,2027,firm,0.7,VNB Netzausbauplan (NAP 2024)
7498,,Leitung BL2326 Koblenz - Merzig,Westnetz,9951,36882,110,150.0,standard_per_circuit,56.278,8.1455,148.1,haversine_x1.2,1,2027,safe,0.7,VNB Netzausbauplan (NAP 2024)
7506,,Leitung BL0108 Kelsterbach - Dettingen,Westnetz,38111,7968,110,150.0,standard_per_circuit,14.592,2.112,38.4,haversine_x1.2,1,2026,firm,0.7,VNB Netzausbauplan (NAP 2024)
7507,,Leitung BL4592 Urberach - Großkrotzenburg,Westnetz,34835,36079,110,150.0,standard_per_circuit,8.17,1.1825,21.5,haversine_x1.2,1,2028,firm,0.8,VNB Netzausbauplan (NAP 2024)
7510,,Leitung BL0099 Plaidt - Mayen,Westnetz,36926,26189,110,150.0,standard_per_circuit,5.206,0.7535,13.7,haversine_x1.2,1,2027,firm,0.7,VNB Netzausbauplan (NAP 2024)
8383,,Leitung UW Ahrenviöl - UW Husum Nord,SH Netz,40375,27664,110,150.0,standard_per_circuit,3.192,0.462,8.4,haversine_x1.2,1,2027,firm,0.8,§14d EnWG NAP 2024
8391,,Leitung UW Weding - UW Schuby-West,SH Netz,36749,39195,110,150.0,standard_per_circuit,11.742,1.6995,30.9,haversine_x1.2,1,2027,firm,0.9,§14d EnWG NAP 2024
8392,,Leitung UW Katenstedt - UW Brachenfeld,SH Netz,39877,36461,110,150.0,standard_per_circuit,8.322,1.2045,21.9,haversine_x1.2,1,2028,firm,0.9,§14d EnWG NAP 2024
8393,,Leitung UW Schuby-West- UW Alt Duvenstedt,SH Netz,36649,14128,110,150.0,standard_per_circuit,9.728,1.408,25.6,haversine_x1.2,1,2028,firm,0.75,§14d EnWG NAP 2024
8469,,110-kV-Leitung Bad Langensalza - Ebenheim,TEN Thüringer Energienetze,35901,5498,110,30.0,stated,8.208,1.188,21.6,haversine_x1.2,1,2025,firm,0.7,§14d EnWG NAP 2024
8480,,110-kV-Leitung Suhl - Hildburghausen,TEN Thüringer Energienetze,1730,11392,110,80.0,stated,9.348,1.353,24.6,haversine_x1.2,1,2027,firm,0.7,§14d EnWG NAP 2024
8481,,110-kV-Leitung Hildburghausen - Eisfeld - Mürschnitz,TEN Thüringer Energienetze,11392,38060,110,80.0,stated,12.882,1.8645,33.9,haversine_x1.2,1,2027,firm,0.75,§14d EnWG NAP 2024
8485,,110-kV-Leitung Großschwabhausen - Apolda,TEN Thüringer Energienetze,39290,19075,110,76.0,stated,5.624,0.814,14.8,haversine_x1.2,1,2028,firm,0.9,§14d EnWG NAP 2024
8489,,110-kV-Leitung Vieselbach - Bad Langensalza,TEN Thüringer Energienetze,35741,35901,110,30.0,stated,16.682,2.4145,43.9,haversine_x1.2,1,2025,firm,0.7,§14d EnWG NAP 2024
8498,,110-kV-Leitung Wolkramshausen-Neuhof,TEN Thüringer Energienetze,36192,14625,110,110.0,stated,8.816,1.276,23.2,haversine_x1.2,1,2028,firm,0.75,§14d EnWG NAP 2024
8501,,110-kV-Leitung Wolkramshausen- Bernterode,TEN Thüringer Energienetze,36192,38213,110,200.0,stated,9.158,1.3255,24.1,haversine_x1.2,1,2028,firm,0.75,§14d EnWG NAP 2024
8505,,110-kV-Leitung Leinefelde-Heiligenstadt,TEN Thüringer Energienetze,37333,37392,110,63.0,stated,4.826,0.6985,12.7,haversine_x1.2,1,2027,firm,0.9,§14d EnWG NAP 2024
8508,,110-kV-Leitung Bad Langensalza - Mühlhausen,TEN Thüringer Energienetze,35901,35902,110,30.0,stated,7.562,1.0945,19.9,haversine_x1.2,1,2025,firm,0.7,§14d EnWG NAP 2024
8512,,110-kV-Leitung Greußen-Schilfa- Sömmerda,TEN Thüringer Energienetze,9652,9656,110,120.0,stated,5.624,0.814,14.8,haversine_x1.2,1,2026,firm,0.75,§14d EnWG NAP 2024
8533,,110-kV-Leitung Gera Langenberg- Bethenhausen- Beerwalde,TEN Thüringer Energienetze,38020,20591,110,63.0,stated,6.004,0.869,15.8,haversine_x1.2,1,2025,firm,0.9,§14d EnWG NAP 2024
8545,,110-kV-Leitung Herda- Martinroda,TEN Thüringer Energienetze,17136,14639,110,63.0,stated,6.65,0.9625,17.5,haversine_x1.2,1,2026,firm,0.9,§14d EnWG NAP 2024
8546,,110-kV-Leitung Martinroda-Bad Salzungen,TEN Thüringer Energienetze,14639,13961,110,63.0,stated,4.75,0.6875,12.5,haversine_x1.2,1,2026,firm,0.9,§14d EnWG NAP 2024
8881,,HS-Freileitung Anklam - Bansin,E.DIS Netz,35535,36476,110,107.0,stated,14.06,2.035,37.0,stated,1,2028,firm,0.75,§14d EnWG NAP 2024
9040,,HS-Kabel Kriegenbrunn - Hornecker Weg,N-ERGIE Netz,35341,40316,110,190.0,stated,0.76,0.11,2.0,stated,1,2024,firm,0.9,§14d EnWG NAP 2024
9042,,HS-Kabel Hornecker Weg - Herrnhütte,N-ERGIE Netz,40316,40317,110,120.0,stated,0.76,0.11,2.0,stated,1,2024,firm,0.9,§14d EnWG NAP 2024
9052,,Weißenburg-Oberhochstatt - Kaldorf-Preith,N-ERGIE Netz,35533,25318,110,250.0,stated,10.64,1.54,28.0,stated,1,2028,safe,0.9,§14d EnWG NAP 2024
9937,M009b,Punkt Wettringen - Punkt Meppen,Amprion,37592,34959,380,3580.0,standard_per_circuit,8.4825,0.91,65.0,stated,2,2027,firm,0.75,NEP 2037/2045 (2025) 2.E
10081,M-TTG-007a,Dörpen/West - Niederrhein (Punkt Meppen),TenneT,37592,34959,380,3580.0,standard_per_circuit,4.0455,0.434,31.0,stated,2,2027,firm,0.75,NEP 2037/2045 (2025) 2.E
10091,M385,Sengwarden - Fedderwarden,TenneT,19082,39473,380,3580.0,standard_per_circuit,0.9135,0.098,7.0,stated,2,2027,firm,0.75,NEP 2037/2045 (2025) 2.E
10094,M51b1,Cappeln/West - Regelzonengrenze TTG/AMP,TenneT,39473,2090,380,3580.0,standard_per_circuit,2.4795,0.266,19.0,stated,2,2026,firm,0.75,NEP 2037/2045 (2025) 2.E
10127,M351,Abzweig Göhl,TenneT,15935,39750,380,3580.0,standard_per_circuit,5.22,0.56,40.0,stated,2,2027,firm,0.75,NEP 2037/2045 (2025) 2.E
10228,,HS-Freileitung Allersberg - Kinding,N-ERGIE Netz,30652,35474,110,30.0,stated,12.844,1.859,33.8,stated,1,2025,safe,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10232,,HS-Leitung Diespeck - Iphofen,N-ERGIE Netz,35041,35040,110,150.0,standard_per_circuit,13.034,1.8865,34.3,haversine_x1.2,1,2024,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10238,,110-kV-Freileitung Bentwisch - Laage,WEMAG Netz,7874,36329,110,145.0,stated,9.12,1.32,24.0,stated,1,2025,firm,0.8,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10239,,"110-kV-Leitung Görries - Hagenow, Abzweig Barkendorf - Hagenow",WEMAG Netz,39237,37746,110,240.0,stated,3.648,0.528,9.6,stated,1,2022,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10240,,110-kV-Leitung Görries - Parchim,WEMAG Netz,39237,37351,110,400.0,stated,12.084,1.749,31.8,stated,1,2028,firm,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10242,,110-kV-Freileitung Güstrow- Brüel,WEMAG Netz,35618,25832,110,370.0,stated,11.362,1.6445,29.9,stated,1,2028,firm,0.8,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10243,,110-kV-Freileitung Görries - Lankow,WEMAG Netz,39237,36924,110,260.0,stated,3.002,0.4345,7.9,stated,1,2025,safe,0.9,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
10244,,110-kV-Leitung Görries - Wittenburg,WEMAG Netz,39237,12619,110,260.0,stated,5.282,0.7645,13.9,stated,1,2022,firm,0.8,VNB Netzausbauplan (NAP 2024) Maßnahmentabelle
